Date,Time,Label,Temperature_F,PIR_1,PIR_2,PIR_3,PIR_4,PIR_5,PIR_6,PIR_7,PIR_8,PIR_9,PIR_10,PIR_11,PIR_12,PIR_13,PIR_14,PIR_15,PIR_16,PIR_17,PIR_18,PIR_19,PIR_20,PIR_21,PIR_22,PIR_23,PIR_24,PIR_25,PIR_26,PIR_27,PIR_28,PIR_29,PIR_30,PIR_31,PIR_32,PIR_33,PIR_34,PIR_35,PIR_36,PIR_37,PIR_38,PIR_39,PIR_40,PIR_41,PIR_42,PIR_43,PIR_44,PIR_45,PIR_46,PIR_47,PIR_48,PIR_49,PIR_50,PIR_51,PIR_52,PIR_53,PIR_54,PIR_55
2024-09-08,01:42:28,0,88,10302,11163,12016,12225,11800,11117,10454,9768,9340,9055,8904,8884,9026,9227,9415,9567,9665,9759,9871,10027,10153,10288,10388,10533,10557,10558,10638,10684,10529,10417,10454,10434,10401,10423,10472,10313,10191,9579,8570,8139,8399,9147,10026,10871,11568,11977,12140,12105,11878,11673,11420,11151,10909,10658,10418
2024-09-08,01:42:44,0,88,10744,11653,12207,12037,11478,10804,10141,9600,9186,8952,8858,9028,9174,9286,9379,9470,9600,9766,10002,10112,10175,10236,10374,10427,10524,10656,10664,10544,10498,10437,10436,10419,10486,10532,10425,10430,10014,8909,8117,8098,8696,9662,10639,11357,11871,12177,12170,12082,11872,11529,11184,10910,10719,10553,10491
2024-09-08,01:43:00,0,88,10612,11355,12059,12013,11556,10916,10311,9807,9368,9151,8939,8856,8894,9041,9257,9566,9701,9643,9810,10139,10301,10393,10439,10473,10445,10551,10628,10520,10519,10554,10534,10442,10440,10524,10435,10315,10200,9331,8379,8101,8537,9336,10299,11189,11732,11952,11941,11895,11774,11603,11431,11226,10919,10661,10457
2024-09-08,01:43:16,0,88,10335,11005,11913,12195,11851,11215,10496,9862,9316,9102,9010,9016,9013,9116,9293,9388,9596,9816,10005,10047,10208,10328,10351,10444,10492,10607,10604,10598,10562,10550,10660,10591,10418,10275,10404,10473,10333,9774,8790,8137,8212,8866,9842,10756,11413,11858,11986,12011,11907,11730,11462,11214,11025,10702,10448
2024-09-08,01:43:32,0,88,10570,11553,12133,12016,11526,10867,10182,9548,9206,9083,8967,8924,9020,9120,9284,9516,9669,9862,10132,10249,10322,10416,10495,10557,10558,10539,10526,10471,10461,10542,10500,10402,10412,10471,10391,10305,10097,9186,8269,8060,8585,9538,10414,11232,11815,12040,12118,12120,11960,11670,11406,11079,10758,10515,10381
2024-09-08,01:43:48,0,88,10341,11118,11937,12081,11678,11057,10472,9851,9370,9174,9021,8887,8944,9109,9290,9442,9629,9733,9917,10045,10154,10317,10409,10546,10620,10624,10654,10642,10545,10453,10523,10470,10254,10270,10398,10373,10246,9556,8602,8178,8444,9192,10040,10815,11480,11886,12082,12141,12043,11768,11400,11217,10976,10756,10639
2024-09-08,01:44:04,0,88,10813,11796,12168,11904,11369,10730,10050,9544,9198,8905,8813,8881,9108,9235,9326,9543,9694,9794,10067,10303,10370,10386,10537,10494,10450,10493,10496,10459,10431,10413,10431,10509,10466,10496,10516,10449,10096,9029,8274,8251,8875,9785,10518,11138,11652,11911,11928,11862,11822,11643,11437,11204,10935,10707,10452
2024-09-08,01:44:20,0,88,10536,11331,12008,12081,11587,10801,10220,9796,9359,9100,9017,9009,9029,9194,9321,9502,9573,9816,9978,10023,10130,10316,10400,10483,10681,10705,10520,10397,10337,10442,10510,10548,10479,10307,10296,10520,10347,9515,8486,8092,8447,9209,10211,11130,11704,12026,12065,12008,11895,11671,11357,11076,10922,10710,10423
2024-09-08,01:44:36,0,88,10409,11050,11915,12278,11884,11181,10464,9825,9370,9155,9031,8895,8904,9078,9342,9556,9707,9807,9929,10079,10174,10200,10248,10348,10455,10512,10596,10645,10563,10463,10436,10489,10469,10430,10415,10361,10299,9714,8654,8108,8304,9047,10007,10855,11488,11915,12138,12092,11948,11700,11455,11267,10989,10705,10545
2024-09-08,01:44:52,0,88,10669,11455,12001,11977,11449,10800,10088,9501,9137,9010,9013,8979,9085,9221,9337,9586,9845,10050,10093,10152,10273,10258,10226,10323,10460,10553,10537,10514,10604,10535,10544,10638,10573,10446,10343,10340,10081,9153,8375,8269,8759,9568,10507,11202,11701,12047,12115,12000,11706,11447,11252,10987,10746,10621,10445
2024-09-08,01:45:08,0,88,10395,11223,12007,12089,11708,11074,10370,9713,9251,9114,9047,8955,8992,9137,9312,9487,9735,9846,10001,10043,10110,10289,10454,10607,10548,10457,10465,10506,10518,10483,10508,10441,10305,10317,10430,10434,10340,9676,8705,8199,8469,9237,10150,10951,11539,11960,12091,12073,11843,11557,11302,11084,10787,10621,10391
2024-09-08,01:45:24,0,88,10883,11815,12245,12011,11382,10690,10115,9543,9130,8920,8794,8827,8962,9178,9294,9445,9659,9860,10044,10318,10454,10458,10504,10596,10638,10597,10612,10630,10580,10503,10464,10499,10454,10436,10341,10289,9810,8795,8097,8165,8860,9768,10507,11187,11701,12024,12124,12039,11853,11556,11291,11055,10896,10713,10455
2024-09-08,01:45:40,0,88,10653,11479,12170,12093,11557,10941,10213,9611,9268,9090,8918,8856,8966,9087,9344,9592,9749,9840,9977,10224,10398,10350,10321,10372,10438,10432,10480,10492,10409,10463,10454,10407,10421,10503,10493,10486,10314,9381,8437,8210,8679,9479,10375,11073,11583,11911,12054,12007,11844,11525,11282,11160,10891,10621,10415
2024-09-08,01:45:56,0,88,10345,10992,11935,12182,11921,11259,10531,9931,9394,9067,8980,8873,8829,9005,9219,9369,9616,9876,9927,10091,10253,10343,10364,10411,10486,10574,10651,10651,10598,10546,10561,10620,10606,10400,10306,10394,10263,9640,8685,8175,8415,9168,10062,10892,11420,11722,11935,11929,11731,11589,11375,11153,10983,10843,10645
2024-09-08,01:46:12,0,88,10653,11489,12100,11922,11363,10697,10122,9542,9176,9052,8959,8892,9096,9221,9328,9486,9646,9886,10030,10201,10360,10383,10458,10591,10616,10538,10501,10520,10513,10548,10604,10507,10434,10423,10377,10341,10020,9070,8171,8027,8622,9545,10500,11255,11717,12005,12119,11974,11696,11528,11394,11156,10821,10612,10499
2024-09-08,01:46:28,0,88,10429,11203,12017,12208,11772,11152,10475,9784,9227,8868,8801,8796,8845,9005,9212,9405,9635,9918,10109,10158,10308,10403,10428,10408,10534,10668,10716,10710,10613,10506,10438,10452,10440,10380,10412,10438,10243,9376,8365,8063,8425,9219,10173,11067,11564,11857,11946,11966,11869,11613,11365,11191,10988,10811,10555
2024-09-08,01:46:44,0,88,10238,10724,11638,12080,11821,11157,10494,10063,9505,9150,8986,8888,8918,9071,9305,9477,9621,9801,10013,10164,10252,10389,10436,10391,10399,10416,10366,10349,10410,10460,10512,10587,10590,10471,10424,10430,10418,9991,8894,8242,8362,8929,9851,10682,11300,11736,11952,11983,11906,11743,11487,11286,11026,10799,10632
2024-09-08,01:47:00,0,88,10680,11604,12283,12248,11682,10828,10018,9446,9123,8976,8875,8860,9052,9191,9466,9675,9835,9911,10122,10238,10247,10301,10443,10522,10503,10563,10481,10338,10303,10337,10389,10462,10474,10507,10369,10368,10238,9355,8390,8091,8590,9528,10458,11191,11668,11861,12019,11989,11816,11587,11281,11055,10817,10614,10511
2024-09-08,01:47:16,0,88,10981,11830,12169,11791,11091,10442,9873,9444,9111,9070,9027,8948,9014,9188,9435,9562,9722,9899,10147,10303,10376,10408,10454,10468,10479,10461,10573,10628,10711,10705,10661,10505,10344,10287,10390,10367,9670,8589,8005,8218,8948,9901,10790,11481,11964,12119,12051,11951,11773,11534,11235,11040,10858,10668,10406
2024-09-08,01:47:32,0,88,10705,11663,12237,12050,11502,10883,10322,9715,9179,9108,9070,8989,9024,9202,9437,9586,9747,9859,9929,10070,10224,10365,10407,10324,10379,10343,10377,10518,10614,10610,10594,10585,10518,10444,10390,10395,10027,9006,8184,8195,8721,9625,10595,11287,11836,12073,12038,11853,11680,11500,11343,11221,10944,10644,10426
2024-09-08,01:47:48,0,88,10439,11275,11987,12169,11780,11170,10476,9790,9312,8998,8884,8911,9048,9219,9274,9412,9654,9741,9831,10063,10262,10422,10543,10599,10502,10470,10497,10517,10398,10394,10493,10509,10482,10503,10479,10474,10297,9511,8542,8140,8481,9233,10120,10968,11539,11922,11971,11877,11818,11702,11413,11090,10959,10869,10592
2024-09-08,01:48:04,0,88,10318,10936,11871,12120,11847,11236,10541,9867,9416,9158,9014,8900,8895,9003,9230,9444,9683,9769,9965,10129,10241,10311,10440,10510,10522,10611,10575,10464,10396,10490,10503,10356,10357,10457,10492,10362,10365,9902,8796,8101,8199,8923,9897,10734,11349,11834,12109,12099,11961,11717,11471,11322,11068,10761,10566
2024-09-08,01:48:20,0,88,10611,11578,12237,12118,11641,10854,10148,9623,9279,8944,8776,8914,9082,9221,9269,9452,9588,9794,10008,10178,10263,10310,10512,10616,10572,10592,10627,10599,10561,10477,10477,10385,10405,10395,10355,10309,10166,9269,8303,8157,8715,9590,10481,11178,11609,11862,11993,11984,11885,11630,11232,11064,10892,10683,10476
2024-09-08,01:48:36,0,88,10295,11042,11954,12187,11742,11120,10493,9939,9444,9132,8919,8799,8860,9095,9333,9504,9757,9875,9954,10102,10256,10318,10400,10468,10525,10479,10525,10593,10560,10526,10444,10392,10320,10278,10338,10368,10306,9672,8623,8187,8380,9108,10136,11022,11606,11845,11980,12017,11779,11533,11386,11132,10985,10778,10569
2024-09-08,01:48:52,0,88,10823,11836,12190,11849,11307,10645,10045,9605,9276,9008,8886,8877,8962,9143,9259,9455,9715,9870,9986,10230,10388,10378,10476,10595,10583,10520,10568,10655,10585,10509,10525,10495,10439,10392,10311,10355,9941,8898,8158,8126,8750,9641,10525,11246,11734,11999,12158,12083,11929,11717,11338,11023,10815,10644,10428
2024-09-08,01:49:08,0,88,10523,11298,11865,11851,11558,10974,10231,9751,9430,9158,9041,9026,9025,9052,9309,9524,9669,9757,9937,10044,10145,10297,10381,10427,10517,10550,10587,10560,10526,10532,10493,10382,10441,10463,10459,10413,10198,9349,8413,8177,8559,9336,10216,11104,11682,12041,12148,12122,11988,11712,11450,11201,10879,10582,10407
2024-09-08,01:49:24,0,88,10253,10948,11739,12139,12010,11317,10459,9814,9308,9109,9108,9082,8995,9001,9148,9261,9434,9723,9947,10105,10263,10330,10382,10440,10482,10562,10618,10641,10657,10547,10485,10569,10558,10487,10395,10507,10477,9762,8701,8103,8205,8937,9885,10698,11390,11827,12048,12017,11807,11661,11525,11254,11091,10831,10524
2024-09-08,01:49:40,0,88,10596,11551,12143,12120,11562,10889,10301,9791,9432,9135,8974,8900,8960,9076,9184,9276,9616,9898,10060,10136,10317,10494,10546,10479,10463,10458,10448,10478,10461,10390,10501,10570,10456,10412,10478,10443,10163,9157,8243,8143,8688,9524,10577,11359,11762,11943,12040,11972,11753,11449,11156,11011,10860,10637,10469
2024-09-08,01:49:56,0,88,10455,11289,12097,12115,11767,11138,10434,9733,9311,9102,8963,8975,9078,9144,9285,9478,9618,9876,10059,10176,10151,10221,10251,10260,10369,10554,10547,10457,10504,10547,10564,10498,10554,10452,10354,10377,10316,9605,8577,8163,8434,9165,10151,11071,11679,12044,12198,12049,11820,11601,11341,11042,10797,10608,10405
2024-09-08,01:50:12,0,88,10772,11588,12040,11895,11328,10711,10102,9636,9271,8983,8912,8933,9080,9262,9384,9502,9576,9731,9939,10176,10269,10384,10406,10542,10556,10487,10544,10511,10523,10485,10520,10613,10518,10451,10564,10568,10027,8970,8171,8130,8779,9645,10574,11292,11784,11999,12020,11855,11660,11453,11286,11116,10910,10655,10459
2024-09-08,01:50:28,0,88,10669,11500,12130,12138,11545,10848,10241,9615,9191,9014,8930,8948,9072,9227,9387,9559,9744,9913,10070,10132,10137,10181,10310,10383,10420,10403,10474,10529,10612,10590,10549,10552,10454,10503,10562,10598,10356,9376,8399,8091,8533,9307,10202,11028,11549,11868,11941,11876,11725,11518,11275,11117,10920,10716,10592
2024-09-08,01:50:44,0,88,10387,11202,12052,12209,11879,11171,10416,9886,9504,9231,9001,8964,9062,9141,9196,9388,9573,9723,9982,10150,10180,10173,10342,10401,10400,10466,10518,10553,10486,10495,10520,10475,10532,10541,10554,10434,10359,9711,8668,8163,8325,9085,10057,10818,11366,11800,12107,12128,11911,11679,11445,11230,10998,10856,10608
2024-09-08,01:51:00,0,88,10701,11556,12161,12062,11556,10813,10158,9568,9125,8963,8940,8921,8918,9089,9372,9574,9744,9959,10070,10109,10322,10506,10607,10614,10611,10648,10604,10500,10355,10230,10206,10367,10413,10296,10320,10523,10296,9239,8262,8079,8598,9484,10507,11254,11664,11899,11973,11964,11844,11605,11395,11125,10847,10716,10538
2024-09-08,01:51:16,0,88,10449,11219,12033,12169,11715,11119,10477,9854,9387,9156,8944,8864,8902,9100,9297,9397,9545,9729,9906,10095,10209,10304,10402,10531,10573,10567,10545,10528,10517,10516,10517,10515,10549,10528,10465,10378,10325,9645,8563,8090,8423,9200,10061,10890,11512,11864,12022,11922,11759,11604,11381,11219,11045,10749,10526
2024-09-08,01:51:33,0,88,10752,11715,12117,11821,11249,10595,10016,9564,9257,9000,8975,8977,9018,9256,9434,9542,9760,9999,10133,10226,10306,10369,10413,10464,10520,10581,10556,10506,10522,10517,10381,10426,10497,10441,10390,10336,9872,8842,8175,8234,8894,9792,10565,11241,11767,12069,12067,11947,11769,11527,11322,11117,10742,10461,10312
2024-09-08,01:51:49,0,88,10565,11432,12052,11982,11499,10858,10160,9664,9248,8976,8956,8910,9125,9268,9300,9474,9787,9912,10032,10178,10301,10390,10435,10461,10428,10441,10564,10502,10451,10454,10606,10612,10534,10496,10445,10386,10074,9190,8357,8133,8563,9324,10126,10983,11668,12074,12196,12036,11902,11624,11418,11181,10886,10618,10375
2024-09-08,01:52:04,0,88,10272,11049,11919,12142,11805,11244,10539,9925,9412,9087,8959,8866,8853,9010,9234,9502,9655,9770,9992,10197,10212,10376,10467,10447,10445,10430,10453,10478,10466,10438,10451,10501,10538,10502,10385,10431,10399,9719,8757,8182,8311,9001,9966,10872,11498,11804,11935,11976,11901,11679,11393,11169,11013,10801,10609
2024-09-08,01:52:21,0,88,10573,11513,12073,11953,11427,10782,10125,9476,9138,9101,9073,9060,9115,9219,9311,9527,9731,9812,9905,10090,10234,10351,10462,10562,10589,10588,10566,10545,10544,10608,10631,10496,10444,10423,10394,10352,9978,8939,8204,8133,8735,9694,10580,11290,11760,11939,11994,11943,11745,11510,11297,11011,10854,10649,10334
2024-09-08,01:52:36,0,88,10625,11358,12056,12157,11765,11067,10276,9762,9415,9087,8938,8901,9003,9078,9192,9400,9602,9739,9916,10023,10146,10255,10386,10454,10538,10526,10554,10633,10676,10614,10555,10461,10411,10430,10472,10511,10435,9558,8482,8057,8351,9118,10050,10942,11597,12013,12136,12107,11943,11701,11404,11145,10874,10657,10452
2024-09-08,01:52:52,0,88,10247,10956,11900,12192,11886,11323,10707,10074,9522,9149,8894,8813,8940,9083,9148,9383,9628,9723,9894,10062,10232,10366,10489,10512,10445,10390,10380,10476,10506,10476,10519,10545,10492,10507,10453,10421,10393,9965,8944,8233,8269,8895,9774,10673,11415,11902,12108,12055,11843,11630,11361,11223,11116,10842,10534
2024-09-08,01:53:09,0,88,10653,11559,12208,12124,11600,10979,10200,9583,9247,8931,8862,9012,9180,9258,9335,9571,9666,9735,10011,10177,10193,10251,10369,10379,10297,10389,10503,10508,10517,10552,10568,10492,10473,10524,10514,10409,10197,9307,8501,8258,8564,9341,10332,11052,11516,11864,12043,12003,11843,11593,11354,11140,10913,10729,10540
2024-09-08,01:53:24,0,88,10408,11095,11792,12040,11716,11056,10348,9718,9305,9110,9017,9001,8910,9011,9301,9541,9743,9917,9991,10032,10211,10390,10415,10458,10493,10532,10434,10394,10506,10576,10511,10413,10394,10288,10231,10372,10426,9830,8830,8211,8360,9088,9995,10864,11511,11915,12040,12113,12033,11818,11403,11127,10938,10714,10513
2024-09-08,01:53:41,0,88,10752,11566,12014,11841,11288,10672,10140,9624,9214,8947,8982,9036,9066,9282,9479,9586,9782,9938,10064,10234,10403,10415,10341,10417,10492,10571,10526,10511,10523,10393,10441,10446,10403,10307,10343,10424,10059,9073,8314,8192,8748,9662,10562,11342,11784,12036,12067,11883,11710,11478,11218,10988,10762,10609,10464
2024-09-08,01:53:57,0,88,10582,11347,12084,12067,11542,10943,10253,9606,9207,9048,8941,8912,9032,9188,9314,9437,9668,9880,10071,10188,10233,10365,10509,10465,10424,10367,10400,10486,10591,10563,10551,10484,10457,10431,10496,10526,10338,9495,8479,8136,8501,9283,10153,10943,11478,11833,11973,11945,11877,11631,11445,11135,10854,10672,10569
2024-09-08,01:54:13,0,88,10353,10972,11843,12260,11970,11300,10464,9812,9435,9154,9020,8996,9010,8989,9184,9453,9666,9779,9822,9962,10143,10388,10554,10598,10547,10553,10578,10516,10431,10377,10437,10484,10513,10446,10346,10312,10390,9921,8930,8287,8305,8845,9784,10733,11394,11865,12046,12052,11955,11730,11424,11172,10952,10793,10579
2024-09-08,01:54:29,0,88,10683,11718,12310,12129,11546,10879,10207,9580,9186,9067,8895,8935,9125,9180,9279,9495,9696,9760,9875,10103,10167,10227,10339,10428,10445,10582,10682,10672,10587,10553,10539,10516,10441,10395,10400,10322,10071,9183,8311,8217,8811,9620,10388,11073,11614,12099,12194,12000,11767,11501,11288,11064,10815,10563,10390
2024-09-08,01:54:45,0,88,10343,10944,11690,12014,11856,11254,10532,10003,9532,9124,8923,8953,8990,9114,9325,9443,9520,9622,9755,10022,10233,10324,10411,10444,10439,10551,10602,10541,10577,10602,10532,10481,10523,10483,10566,10539,10398,9670,8554,8004,8292,9042,9923,10784,11551,11995,12137,12138,11956,11694,11520,11246,10923,10596,10381
2024-09-08,01:55:01,0,88,10985,11862,12191,12008,11384,10675,10078,9592,9154,9019,8975,8860,9032,9288,9393,9431,9600,9832,10018,10122,10255,10368,10374,10419,10464,10527,10546,10613,10549,10486,10540,10550,10468,10392,10442,10418,10016,8967,8163,8135,8850,9749,10576,11333,11829,12011,12022,11907,11692,11430,11190,11026,10748,10508,10362
2024-09-08,01:55:17,0,88,10331,11305,12058,12093,11703,10989,10368,9847,9374,9066,8949,8947,9065,9078,9245,9470,9646,9845,10045,10200,10314,10326,10368,10419,10450,10565,10575,10491,10498,10451,10464,10619,10609,10502,10391,10418,10299,9371,8316,8016,8501,9387,10357,11146,11592,11871,12040,11982,11833,11673,11439,11051,10776,10536,10336
2024-09-08,01:55:33,0,88,10345,11068,11942,12111,11665,11104,10574,9987,9576,9193,8976,8962,8918,8983,9197,9521,9636,9719,9977,10204,10159,10152,10189,10313,10410,10515,10506,10431,10504,10560,10572,10575,10677,10642,10526,10459,10355,9740,8755,8199,8307,8958,9808,10660,11364,11880,12087,12082,11876,11661,11446,11227,10996,10784,10613
2024-09-08,01:55:49,0,88,10660,11501,12032,11884,11339,10717,10079,9501,9191,9016,8852,8820,8996,9105,9251,9551,9900,10109,10135,10260,10281,10330,10407,10444,10487,10481,10537,10565,10532,10399,10468,10387,10459,10526,10400,10375,10075,9138,8379,8209,8843,9654,10488,11180,11642,11858,12005,11942,11847,11684,11411,11156,10894,10617,10358
2024-09-08,01:56:05,0,88,10388,11168,11862,12022,11611,11033,10446,9850,9410,9158,9045,8935,8971,9140,9276,9467,9750,9898,10037,10218,10433,10373,10357,10547,10508,10463,10480,10489,10425,10465,10603,10514,10438,10457,10562,10508,10332,9498,8419,7999,8255,9035,10063,10899,11467,11851,12009,12007,11898,11631,11412,11132,10885,10577,10436
2024-09-08,01:56:21,0,88,10820,11668,11984,11876,11301,10568,10005,9551,9235,9065,9063,9048,8974,9106,9273,9481,9726,9942,10019,10174,10368,10478,10504,10538,10510,10468,10451,10550,10510,10435,10530,10579,10510,10391,10343,10366,9922,8954,8205,8161,8827,9758,10733,11516,11906,12033,12001,11914,11737,11500,11212,10991,10809,10650,10409
2024-09-08,01:56:37,0,88,10468,11400,12067,12014,11501,10947,10304,9756,9422,9168,8919,8862,9002,9089,9210,9470,9757,9921,10021,10157,10229,10230,10375,10518,10550,10637,10673,10627,10563,10554,10465,10398,10366,10349,10342,10331,10210,9382,8440,8144,8578,9391,10309,11091,11693,11940,12020,11918,11805,11608,11346,11089,10902,10683,10492
2024-09-08,01:56:53,0,88,10416,11127,11958,12212,11781,11198,10537,9830,9408,9056,8995,8974,8914,9084,9266,9472,9634,9790,9993,10172,10304,10347,10417,10399,10568,10624,10585,10519,10485,10402,10440,10455,10391,10310,10307,10390,10340,9742,8722,8195,8377,9066,9930,10761,11409,11917,12123,12069,11837,11593,11405,11180,10967,10829,10642
2024-09-08,01:57:09,0,88,10838,11748,12191,12087,11528,10766,10003,9485,9163,9015,8978,9013,9040,9194,9466,9652,9678,9789,9945,10037,10211,10366,10471,10495,10555,10534,10471,10413,10444,10484,10528,10487,10521,10427,10397,10410,10041,8980,8152,8109,8683,9612,10627,11377,11837,12059,12174,12120,11807,11443,11201,10971,10866,10764,10510
2024-09-08,01:57:25,0,88,10365,11224,12087,12141,11645,10995,10324,9733,9301,9068,8939,8941,9119,9270,9340,9568,9703,9769,9859,9995,10138,10163,10310,10404,10431,10485,10605,10700,10656,10507,10406,10444,10454,10536,10524,10493,10367,9497,8446,8046,8330,9118,10054,10948,11584,11938,12181,12098,11941,11790,11439,11108,10848,10605,10456
2024-09-08,01:57:41,0,88,10948,11916,12334,12038,11329,10610,10035,9444,9049,8941,8979,9031,9116,9211,9369,9476,9749,9990,10162,10248,10240,10272,10275,10358,10379,10407,10550,10669,10630,10577,10536,10459,10386,10391,10413,10410,9838,8788,8107,8198,8904,9818,10666,11380,11766,11989,12196,12186,11992,11594,11316,11030,10819,10608,10375
2024-09-08,01:57:57,0,88,10645,11414,11936,11956,11589,10899,10239,9649,9258,9022,9008,9094,9216,9327,9416,9485,9596,9881,10041,10044,10136,10327,10405,10398,10454,10444,10439,10505,10539,10544,10526,10582,10577,10476,10502,10450,10088,9118,8134,7932,8553,9450,10349,11130,11684,11963,12103,12048,11923,11736,11440,11219,11023,10696,10422
2024-09-08,01:58:13,0,88,10430,11154,12060,12260,11821,11157,10420,9770,9310,8927,8783,8850,9073,9288,9433,9542,9646,9714,9868,10041,10186,10279,10360,10466,10472,10464,10511,10543,10548,10519,10436,10380,10441,10534,10677,10567,10334,9699,8648,8127,8350,9097,10001,10758,11464,11856,12013,11979,11799,11661,11397,11149,10915,10690,10544
2024-09-08,01:58:29,0,88,10855,11727,12149,11884,11244,10685,10105,9502,9149,8946,8880,8840,9034,9235,9362,9517,9773,9970,10056,10148,10236,10309,10384,10482,10573,10695,10688,10589,10524,10595,10575,10473,10342,10437,10447,10331,9954,8943,8096,8113,8723,9677,10525,11251,11674,11925,12005,11956,11858,11651,11429,11169,10857,10679,10541
2024-09-08,01:58:45,0,88,10517,11350,12067,12069,11567,10938,10248,9689,9326,9042,8880,8936,9150,9200,9255,9534,9667,9721,9867,10069,10280,10385,10408,10474,10544,10495,10514,10587,10556,10525,10536,10433,10388,10418,10474,10345,10216,9400,8450,8157,8469,9335,10255,11032,11550,11914,12085,12100,12012,11827,11549,11211,10868,10607,10416
2024-09-08,01:59:01,0,88,10419,11015,11836,12155,11791,11104,10435,9955,9419,9152,9143,9077,9028,9052,9231,9416,9566,9704,9955,10165,10227,10360,10354,10425,10472,10513,10570,10647,10628,10476,10433,10442,10332,10245,10351,10427,10387,9911,8836,8170,8265,8962,9900,10814,11560,11969,12142,12080,11928,11769,11484,11194,10959,10725,10520
2024-09-08,01:59:17,0,88,10697,11578,12129,12048,11419,10741,10213,9641,9224,9084,8996,8985,9141,9326,9388,9487,9715,9886,9942,9973,10113,10282,10284,10391,10457,10452,10548,10667,10686,10632,10653,10601,10486,10503,10549,10388,10118,9237,8343,8159,8665,9498,10382,11086,11567,11901,11956,11934,11805,11588,11371,11155,10865,10614,10512
2024-09-08,01:59:33,0,88,10466,11192,11991,12210,11801,11014,10276,9716,9264,9036,9023,9025,9010,9076,9294,9443,9452,9716,9881,10029,10300,10455,10486,10631,10690,10639,10528,10467,10514,10506,10474,10502,10469,10523,10497,10459,10259,9527,8558,8025,8273,9105,10086,10999,11556,11887,12035,12078,11970,11806,11542,11212,10881,10692,10514
2024-09-08,01:59:49,0,88,10856,11795,12159,11914,11359,10702,10107,9579,9200,8992,8896,8957,9081,9185,9370,9577,9696,9791,9944,10067,10155,10366,10576,10529,10549,10663,10646,10624,10596,10587,10452,10529,10505,10371,10341,10373,9840,8804,8137,8156,8787,9746,10680,11339,11825,12083,12105,11956,11774,11507,11253,10983,10755,10568,10369
2024-09-08,02:00:05,0,88,10521,11400,12185,12218,11734,11014,10269,9672,9211,9033,8921,8795,8865,9015,9229,9450,9659,9885,10026,10153,10247,10380,10435,10464,10509,10589,10614,10552,10525,10480,10464,10449,10410,10444,10446,10409,10311,9498,8478,8112,8576,9301,10195,10971,11483,11878,12092,12034,11902,11731,11440,11109,10848,10735,10506
2024-09-08,02:00:21,0,88,10301,11031,11962,12140,11746,11198,10489,9860,9415,9232,9056,8922,9010,9157,9314,9494,9674,9827,10017,10195,10258,10273,10365,10473,10424,10390,10517,10521,10523,10567,10591,10506,10379,10354,10334,10365,10414,9843,8832,8183,8357,9060,9936,10691,11352,11864,12046,12038,11850,11656,11506,11291,10968,10710,10484
2024-09-08,02:00:37,0,88,10758,11652,12136,11968,11414,10732,10100,9546,9115,8909,8945,8992,9129,9326,9498,9481,9620,9833,9992,10159,10348,10456,10461,10520,10472,10509,10571,10660,10594,10529,10554,10608,10543,10465,10383,10311,9984,9077,8249,8225,8887,9670,10415,11128,11647,11971,12051,11928,11735,11455,11227,11017,10756,10546,10415
2024-09-08,02:00:53,0,88,10316,11240,11992,12068,11664,11047,10257,9620,9271,9111,9080,9167,9190,9204,9313,9478,9543,9699,9937,10230,10239,10328,10441,10460,10493,10502,10448,10387,10410,10473,10552,10539,10533,10530,10378,10415,10353,9513,8406,8000,8397,9291,10209,11037,11643,12027,12110,11970,11790,11550,11312,11050,10926,10786,10622
2024-09-08,02:01:09,0,88,10978,11883,12264,11951,11376,10681,9901,9352,9010,8852,8759,8927,9078,9175,9445,9702,9855,9936,10041,10200,10303,10415,10444,10447,10465,10550,10581,10579,10532,10496,10444,10432,10432,10435,10474,10512,9985,8773,8085,8138,8849,9792,10629,11317,11789,11981,11994,11903,11840,11612,11284,10978,10770,10513,10394
2024-09-08,02:01:25,0,88,10518,11462,12197,12178,11532,10871,10219,9586,9217,8994,8880,8818,9008,9266,9314,9491,9710,9799,9865,10107,10313,10362,10428,10427,10471,10548,10543,10595,10626,10582,10560,10515,10546,10538,10440,10289,10071,9217,8235,8003,8450,9374,10434,11230,11765,12111,12184,12172,11974,11716,11282,10846,10620,10523,10388
2024-09-08,02:01:41,0,88,10424,11023,11790,12112,11754,11101,10506,9924,9362,9089,9077,9048,9035,9147,9337,9451,9618,9730,9844,9973,10191,10367,10362,10428,10507,10529,10580,10675,10672,10496,10470,10460,10404,10399,10450,10487,10309,9564,8589,8099,8321,9115,9999,10833,11473,11858,12051,12016,11990,11760,11537,11383,11075,10703,10453
2024-09-08,02:01:57,0,88,10743,11614,12120,12046,11454,10731,10085,9562,9154,8862,8714,8757,8897,9093,9342,9548,9799,10025,10163,10254,10368,10476,10568,10596,10595,10558,10471,10404,10351,10419,10512,10560,10488,10470,10474,10390,9985,8957,8222,8196,8820,9709,10508,11133,11691,12073,12094,11919,11721,11503,11309,11096,10710,10554,10447
2024-09-08,02:02:13,0,88,10579,11338,11992,12116,11673,10932,10252,9671,9217,8986,9022,9040,9126,9266,9324,9472,9619,9770,9864,10001,10215,10282,10308,10420,10548,10517,10581,10669,10714,10682,10602,10450,10347,10366,10376,10310,10147,9388,8414,8114,8491,9391,10338,11208,11767,12003,11994,11955,11841,11704,11362,11021,10748,10577,10417
